Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Sector
3574,Waifu,WAIFU,0.0,-0.2,-12.3,-9.4,684.8,285.0,48998683.0,69000000.0,18337.86,Altcoin
3575,Gem Exchange and Trading,GXT,0.0,-1.2,-12.1,-11.6,-14.2,1479.0,83529286.0,500000000.0,17710.76,Altcoin
3576,Cryptopay,CPAY,0.0,-0.2,2.6,9.6,22.2,27267.0,38630308.0,90400000.0,17663.55,Altcoin
3577,UCROWDME,UCM,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,17037.56,Altcoin
3578,Flurry Finance,FLURRY,0.0,-0.6,-4.5,-8.5,3.8,23592.0,824698611.0,756000000.0,17255.51,DeFi
3579,Babacoin,BBC,0.0,-0.1,-6.6,127.1,-23.4,57.21,1311654880.0,0.0,17127.83,Altcoin
3580,Kanpeki,KAE,0.07,0.0,0.0,0.0,0.0,0.0,294696.0,295000.0,19848.5,Altcoin
3581,Burrow,BRRR,0.0,-0.3,-8.7,-20.1,41.4,1842.0,63983037.0,1000000000.0,16920.08,Altcoin
3582,Big Crypto Game,CRYPTO,0.01,0.0,0.0,0.0,0.0,0.0,4202917.0,5000000.0,22664.85,Altcoin
3583,Myriad,XMY,0.0,0.1,-0.8,-89.6,-88.3,250.0,1857296500.0,2000000000.0,16698.66,Altcoin
3584,Shiba Punkz,SPUNK,0.02,0.0,0.0,0.0,0.0,0.0,930917.0,990000.0,25897.3,Memecoin
3585,Alphr,ALPHR,0.01,0.4,-5.8,-0.7,6.1,36563.0,1852448.0,10000000.0,16528.27,Altcoin
3586,Rigel Protocol,RGP,0.02,-0.5,-3.2,-3.8,2.7,118.0,900000.0,5000000.0,16438.07,Infrastructure/L1/L2
3587,HorusPay,HORUS,0.0,0.0,0.0,0.0,0.0,0.0,950643623.0,1200000000.0,22092.12,Altcoin
3588,Play It Forward DAO,PIF,0.0,0.0,0.0,0.0,0.0,0.0,36311679.0,1000000000.0,16258.13,Altcoin
3589,CryptoTycoon,CTT,0.21,-3.3,-5.0,-4.8,-5.2,26396.0,78482.0,959000.0,16186.04,Altcoin
3590,Phoneum,PHT,0.0,0.0,0.0,0.0,0.0,0.0,1129993160.0,5000000000.0,34576.19,Altcoin
3591,OptionRoom,ROOM,0.0,0.0,-11.6,-97.0,244.5,2058.0,12493373.0,100000000.0,15943.56,Altcoin
3592,Lightning Bot,LIGHT,0.0,0.0,0.0,0.0,0.0,0.0,97000292.0,100000000.0,15536.87,Altcoin
3593,YOLOCash,YLC,0.0,0.4,-33.1,-23.6,-8.6,24993.0,31256753.0,48900000.0,15856.5,Altcoin
3594,Degis,DEG,0.0,-7.8,2.4,-23.1,22.1,5818.0,6039132.0,43000000.0,15749.49,Altcoin
3595,Olive Cash,OLIVE,0.0,-0.2,-10.6,-11.3,9.7,71.44,27150506.0,29700000.0,15714.75,Altcoin
3596,ZilPepe,ZILPEPE,0.0,0.5,-4.4,-14.9,-8.8,17.34,420690420690420.0,421000000000000.0,15639.25,Altcoin
3597,Merebel,MERI,0.0,5.2,-1.3,5.9,18.8,28.87,19366522.0,30000000.0,15532.97,Altcoin
3598,AlphaRushAI,RUSHAI,0.0,0.0,9.6,15.1,-71.7,1066.0,294691486.0,773000000.0,15433.53,Altcoin
3599,Metaverse Miner,META,0.01,-0.1,-8.0,-6.8,-10.0,235.0,1877848.0,20800000.0,15003.72,Altcoin
3600,Krypton Galaxy Coin,KGC,0.0,0.3,-8.3,-18.5,-21.0,22071.0,892147867.0,3000000000.0,14764.29,Altcoin
3601,SafCoin,SAF,0.0,0.0,0.0,0.0,0.0,0.0,9801840.0,10000000.0,14345.99,Altcoin
3602,AnRKey X,$ANRX,0.0,-1.8,1.9,-3.5,-3.4,208.0,85618333.0,200000000.0,14454.78,Altcoin
3603,KOLNET,KOLNET,0.0,-2.8,-6.0,-1.5,1.4,4549.0,393556954.0,750000000.0,14346.6,Altcoin
3604,Pinkcoin,PINK,0.0,0.0,500.8,-88.0,-86.1,46.85,468564999.0,500000000.0,14042.65,Altcoin
3605,Boo Finance,BOOFI,0.0,0.0,0.0,0.0,0.0,0.0,10044749.0,10000000.0,13794.54,DeFi
3606,YDragon,YDR,0.0,0.0,0.0,0.0,0.0,0.0,125780634.0,500000000.0,13437.47,Altcoin
3607,AllSafe,ASAFE,0.0,-0.8,-2.8,-40.7,62.9,1.11,12719410.0,15000000.0,13633.14,Altcoin
3608,Ormeus Coin,ORME,0.0,-0.1,0.0,-0.1,-11.2,27.97,17029321.0,200000000.0,13600.52,Altcoin
3609,Oxbull Solana,OXS,0.0,0.0,0.0,0.0,0.0,0.0,49946362.0,50000000.0,13136.08,Altcoin
3610,Score,SCO,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,12359.93,Altcoin
3611,SpiderByte,SPB,0.0,0.3,-9.7,23.3,1.1,76.99,3128117.0,4000000.0,12544.58,Altcoin
3612,Dogs Of Elon,DOE,0.0,0.0,0.0,0.0,0.0,0.0,150697543.0,1000000000.0,12500.4,Altcoin
3613,Guncoin,GUN,0.0,0.2,-22.3,-33.3,-40.8,0.06,338379228.0,500000000.0,12336.28,Altcoin
3614,Belifex,BEFX,0.0,-0.1,-0.1,-0.1,15.3,5436.0,53080221.0,100000000.0,11892.3,Altcoin
3615,Decanect,DCNT,0.0,0.0,0.0,0.0,0.0,0.0,2424311.0,6150000.0,11634.4,Altcoin
3616,HakuSwap,HAKU,0.0,0.0,0.0,0.0,0.0,0.0,45301239.0,90200000.0,11830.31,DeFi
3617,Axial Token,AXIAL,0.0,0.0,0.0,0.0,0.0,0.0,107157808.0,0.0,11511.61,Altcoin
3618,Starter.xyz,START,0.01,0.4,-3.3,-18.8,17.8,46.66,936914.0,1000000.0,11558.35,Altcoin
3619,Obsidium,OBS,0.0,0.3,0.6,1.1,-0.1,9541.0,6328912.0,14500000.0,11510.9,Altcoin
3620,concertVR,CVT,0.0,0.0,0.0,-38.3,38.0,1.22,42467700.0,113000000.0,11253.1,Altcoin
3621,Saddle Finance,SDL,0.0,0.0,0.0,0.0,0.0,0.0,433124445.0,1000000000.0,10674.1,DeFi
3622,AntNetworX,ANTX,0.0,0.0,0.0,0.0,0.0,0.0,700000000.0,700000000.0,10784.35,Altcoin
3623,XFL,XFL,0.0,0.0,0.0,0.0,0.0,0.0,10000000000.0,10000000000.0,10171.46,Altcoin
3624,NFTEarth,NFTE,0.0,0.5,2.5,-3.2,-46.5,9.72,100000000.0,100000000.0,10416.43,Altcoin
3625,PrivaCoin,PRVC,0.0,0.0,-0.4,-0.2,-0.3,1301.0,12829819.0,1800000000000.0,10341.85,Altcoin
3626,Lunafi,LFI,0.0,0.0,0.0,0.0,0.0,0.0,914645002.0,1000000000.0,10378.62,Altcoin
3627,Scholarship Coin,SCHO,0.0,0.0,0.0,-0.1,-0.1,431.0,16948541.0,17100000.0,10155.37,Altcoin
3628,SafeCapital,SCAP,0.0,-1.8,-30.2,-28.5,-49.6,12.17,4368373.0,6600000.0,10147.33,Altcoin
3629,MoonieNFT,MNY,0.0,0.0,0.0,0.0,0.0,0.0,3739415233.0,2000000000.0,10680.88,Altcoin
3630,Singularity,SGLY,0.0,0.0,0.0,0.0,0.0,0.0,58886520.0,210000000.0,9805.31,Altcoin
3631,Doubloon,DBL,0.0,0.0,0.0,0.0,0.0,0.0,21435407.0,100000000.0,9793.73,Altcoin
3632,3xcalibur Ecosystem Token,XCAL,0.0,0.0,0.0,0.0,0.0,0.0,9443707.0,14700000.0,9734.74,Altcoin
3633,Kurobi,KURO,0.0,-0.2,0.1,-40.9,-80.3,66.27,25968491.0,400000000.0,9747.48,Altcoin
3634,Hpohs888inu,TETHER,0.0,0.0,2.4,-9.1,14.1,151.0,927123572.0,927000000.0,9712.87,Altcoin
3635,DELOT.IO,DELOT,0.0,-6.7,-20.5,20.8,7.3,228.0,90669261.0,100000000.0,9607.8,Altcoin
3636,CoverCompared,CVR,0.0,0.0,0.0,0.0,0.0,0.0,70908828.0,138000000.0,9493.39,Altcoin
3637,Dynamo Coin,DYNAMO,0.0,0.0,0.0,0.0,0.0,0.0,2530573.0,0.0,9225.7,Altcoin
3638,Po.et,POE,0.0,0.2,-50.7,-74.8,-39.0,9.41,2517174198.0,3140000000.0,9176.85,Altcoin
3639,Run,RUN,0.0,-0.1,0.1,-0.7,-0.8,1.81,147214285.0,1000000000.0,9151.91,Altcoin
3640,Sphere,SPHR,0.0,0.4,-1.3,-87.9,-90.1,28.74,12484344.0,12500000.0,9102.82,Altcoin
3641,Orclands Metaverse,ORC,0.0,0.0,0.0,0.0,0.0,0.0,942675578.0,1000000000.0,11231.71,Altcoin
3642,USD Balance,USDB,0.05,0.4,-3.5,-10.7,45.7,13.63,193318.0,16600000.000000002,9062.55,Stablecoin
3643,BunnyPark Game,BG,0.0,0.0,0.0,0.0,0.0,0.0,995410701.0,1000000000.0,11351.72,Altcoin
3644,MoonFarm Finance,MFO,0.0,0.0,0.0,0.0,0.0,0.0,6715298.0,100000000.0,9491.63,DeFi
3645,VersoView,VVT,0.0,0.0,0.1,-92.1,-93.8,0.23,63614653.0,200000000.0,8896.99,Altcoin
3646,Be Meta Famous,BMF,0.0,0.0,0.0,0.0,0.0,0.0,88205665.0,770000000.0,8738.74,Altcoin
3647,Crystl Finance,CRYSTL,0.0,0.4,-1.9,-16.5,23.3,6.73,12499611.0,12700000.0,8743.17,DeFi
3648,FLOOF,FLOOF,0.0,-0.4,2.1,-18.4,526.5,1905.0,19104250979.0,88200000000.0,8232.86,Altcoin
3649,SCOneX,SCONEX,0.0,0.0,0.0,0.0,0.0,0.0,5088677.0,100000000.0,7928.11,Altcoin
3650,Porta,KIAN,0.0,0.0,0.0,0.0,0.0,0.0,31390000.0,100000000.0,7975.38,Altcoin
3651,Operon Origins,ORO,0.0,-0.3,-1.7,-3.8,21.8,24890.0,7925000.0,100000000.0,7489.12,Altcoin
3652,KKO Protocol,KKO,0.0,0.0,0.0,0.0,0.0,0.0,21054769.0,60000000.0,7302.97,Infrastructure/L1/L2
3653,Scrooge (OLD),SCROOGE,0.0,0.0,0.0,0.0,0.0,0.0,368088592202926.0,494000000000000.0,9042.37,Altcoin
3654,COLLIE INU,COLLIE,0.0,0.0,0.0,0.0,0.0,0.0,765139794018.0,765000000000.0,6869.63,Altcoin
3655,SpiderDAO,SPDR,0.0,2.9,6.0,11.1,15.4,63.34,232211476.0,1000000000.0,7013.85,Altcoin
3656,Floki CEO Coin,FCC,0.0,0.0,0.0,0.0,0.0,0.0,58306546082.0,1000000000000.0,9367.46,Altcoin
3657,Particle,PRTCLE,0.0,0.7,-2.0,0.3,-1.6,2.29,2527955.0,2530000.0,6900.72,Altcoin
3658,BabySwap,BABY,0.01,0.1,-15.2,-26.7,26.2,373264.0,715017.0,522000000.0,6889.89,Memecoin
3659,Barter,BRTR,0.01,-0.1,-4.5,-5.9,-15.2,1.27,783384.0,17500000.0,6502.16,Altcoin
3660,Meeb Master,MEEB,0.0,0.9,-0.2,-0.4,5.9,52.79,1402001.0,7860000.0,6474.19,Altcoin
3661,Ccore,CCO,0.0,0.5,-35.0,-60.5,-34.6,55.6,1699999.0,10000000.0,6373.78,Altcoin
3662,Teat,TEAT,0.0,0.0,0.0,0.0,0.0,0.0,480299455.0,480000000.0,6323.86,Altcoin
3663,Cry Cat Coin,CRYY,0.0,0.0,0.0,0.0,0.0,0.0,5602712545.0,10000000000.0,8617.38,Altcoin
3664,Solomon Defi,SLM,0.0,0.0,0.0,0.0,0.0,0.0,12488641.0,76500000.0,8061.37,Altcoin
3665,Agrello,DLT,0.0,0.0,0.0,0.0,0.0,0.0,82009794.0,130000000.0,5979.65,Altcoin
3666,MIB Coin,MIB,0.0,0.0,0.0,-4.7,8.0,34.08,73557891.0,300000000.0,5961.11,Altcoin
3667,Cockapoo,CPOO,0.0,-0.2,0.1,-0.1,0.0,15526.0,13069707931.0,100000000000.0,5861.09,Altcoin
3668,Bomb Money,BOMB,0.0,0.5,12.8,5.7,-29.7,238.0,2253606.0,6670000.0,5851.25,Altcoin
3669,CorionX,CORX,0.0,-0.2,-1.4,2.4,13.3,150.0,95442854.0,400000000.0,5718.3,Altcoin
3670,Public Index Network,PIN,0.0,0.3,228.6,-94.7,-92.1,33.49,156720418.0,160000000.0,5713.55,Infrastructure/L1/L2
3671,Paw,PAW,0.0,0.0,0.0,0.0,0.0,0.0,178588063897.0,337000000000.0,5500.3,Altcoin
3672,Aquachain,AQUA,0.01,0.0,0.0,0.0,0.0,0.0,611761.0,42000000.0,5880.84,Infrastructure/L1/L2
3673,Mineable,MNB,0.0,0.0,0.0,0.0,0.0,0.0,4053423.0,324000000.0,5491.96,Altcoin
3674,SF Capital,SFCP,0.0,0.2,96.5,1.0,18.4,0.1,74020422.0,100000000.0,5397.12,Altcoin
3675,ImageCoin,IMG,0.0,0.4,-1.3,-22.2,-15.2,100.0,14633324.0,21000000.0,5334.86,Altcoin
3676,Aegis,AGS,0.0,-0.2,-3.9,-20.8,-21.8,25372.0,4164070.0,30000000.0,5311.69,Altcoin
3677,Ape In,APEIN,0.14,0.0,0.0,0.0,0.0,0.0,37500.0,37500.0,5345.85,Altcoin
3678,Echidna,ECD,0.0,-1.0,-8.5,-1.5,68.7,57.9,11493882.0,338000000.0,5229.49,Altcoin
3679,Nerian Network,NERIAN,0.0,0.0,0.0,0.0,0.0,0.0,16717174.0,26100000.0,4870.45,Infrastructure/L1/L2
3680,Arion,ARION,0.0,2.1,-4.2,-4.1,14.3,47.55,17205979.0,0.0,4905.46,Altcoin
3681,Bitcoin Subsidium,XBTX,0.0,0.2,-1.8,2.1,61.4,9.16,8924385.0,21000000.0,4880.34,Infrastructure/L1/L2
3682,Furio,$FUR,0.02,0.4,3.4,-0.3,0.5,15469.0,206238.0,866000.0,4846.99,Altcoin
3683,Eggplant Finance,EGGP,0.01,0.1,-7.2,-13.2,-7.6,426.0,435414.0,477000.0,4574.76,DeFi
3684,Waggle Network,WAG,0.0,0.1,-4.2,-17.9,48.0,25080.0,7250000.0,100000000.0,4537.81,Infrastructure/L1/L2
3685,Instadapp DAI,IDAI,1.08,-0.2,-0.1,-0.2,0.1,0.0,4174.0,4170.0,4493.66,Altcoin
3686,Soltato FRIES,FRIES,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,4160.99,Altcoin
3687,Herbalist,HERB,0.0,0.0,0.0,0.0,0.0,0.0,5558383166.0,9500000000.0,5637.49,Altcoin
3688,AmpleSwap,AMPLE,0.0,0.0,0.0,0.0,0.0,0.0,298632604.0,447000000.0,4125.08,DeFi
3689,Ludos Protocol,LUD,0.0,0.0,0.0,0.0,0.0,0.0,163247872.0,10000000000.0,9271.16,Infrastructure/L1/L2
3690,Suvereno,SUV,0.0,0.2,-32.4,-17.8,29.6,0.96,8240161.0,84000000.0,3913.28,Altcoin
3691,NestEgg Coin,EGG,0.0,-2.9,-1.5,0.9,14.6,82.14,34526360.0,1000000000.0,3897.99,Altcoin
3692,Sing,SING,0.01,0.2,5.1,-4.4,10.2,6.76,561677.0,45900.0,3759.57,Altcoin
3693,Milkshake Swap,MILK,0.0,0.1,-0.4,-1.9,-10.4,625.0,1205719.0,1210000.0,3266.59,DeFi
3694,PREMA,PRMX,0.0,1.1,2.7,-0.1,-10.5,24261.0,2522030502.0,100000000000.0,3262.09,Altcoin
3695,PalGold,PALG,0.0,0.0,0.0,0.0,0.0,0.0,24702247.0,100000000.0,3244.03,Altcoin
3696,Klap Finance,KLAP,0.0,-0.5,1.1,3.3,9.1,16936.0,23800000.0,1000000000.0,3229.34,DeFi
3697,Solidex,SEX,0.0,0.0,-3.3,-1.4,-3.5,1.06,5838967.0,9390000.0,3094.4,DeFi
3698,dfohub,BUIDL,0.0,18.7,14.1,-31.1,36.9,22368.0,3311391.0,542000.0,2901.66,Altcoin
3699,Starbots,BOT,0.0,1.4,0.6,9.9,19.2,67.53,28776588.0,200000000.0,2888.79,Altcoin
3700,MIM,SWARM,0.0,0.0,0.0,0.0,0.0,0.0,2151801100.0,5000000000.0,3881.05,Altcoin
3701,Bontecoin,BONTE,0.0,0.0,0.0,0.0,0.0,0.0,2720824932.0,10000000000.0,2647.21,Altcoin
3702,Matka,MAT,0.0,0.0,0.0,0.0,0.0,0.0,1264072461.0,1840000000.0,2716.66,Altcoin
3703,CRE8R DAO,CRE8R,0.0,0.0,0.0,0.0,0.0,0.0,2804356.0,88900000.0,2963.88,Altcoin
3704,Fire Protocol,FIRE,0.0,0.9,1.1,-5.7,-4.6,41121.0,4962790.0,100000000.0,2497.05,Infrastructure/L1/L2
3705,Zent Cash,ZTC,0.0,7.1,5.3,15.5,111.1,221.0,4244663817.0,7500000000.0,2475.96,Altcoin
3706,MultiPad,MPAD,0.0,0.0,0.0,0.0,0.0,0.0,24344993.0,100000000.0,2778.78,Altcoin
3707,trollbox,TOX,0.0,0.0,0.0,0.0,0.0,0.0,610448255.0,1000000000.0,2927.35,Altcoin
3708,Blockster,BXR,0.0,-34.9,-25.0,-20.8,2.5,358.0,8000000.0,100000000.0,1782.8,Altcoin
3709,Solyard Finance,YARD,0.0,-0.2,-0.1,4.4,5.4,0.14,72500000.0,1000000000.0,1533.76,DeFi
3710,AVME,AVME,0.0,0.0,0.0,0.0,0.0,0.0,5338853.0,2970000.0,1071.58,Altcoin
3711,TrustPad,TPAD,0.0,-0.2,-16.8,-37.9,-99.2,438.0,4113203.0,97300000.0,992.63,Altcoin
3712,dexSHARE,DEXSHARE,0.05,0.0,0.1,-59.8,8.9,6.69,19607.0,67200.0,945.67,DeFi
3713,UncleMine,UM,0.0,-0.4,-25.6,-23.2,3.8,181.0,12000000.0,1000000000.0,815.36,Altcoin
3714,ElonDoge DAO,EDAO,0.51,0.0,0.0,0.0,0.0,0.0,2000.0,100000.0,1014.56,Memecoin
3715,EZZY Game,EZY,0.0,0.1,-4.5,8.3,-70.3,340.0,23882998.0,33299999.999999996,797.77,Altcoin
3716,Axia,AXIAV3,0.0,0.0,0.0,0.0,0.0,0.0,630408.0,3780000.0,724.74,Altcoin
3717,QUACK,QUACK,0.0,0.0,0.0,0.0,0.0,0.0,1199071019.0,1000000000000.0,854.29,Altcoin
3718,Recast1,R1,0.0,-2.9,-9.1,-68.4,-72.1,48.78,1315487925.0,10000000000.0,623.08,Altcoin
3719,Bountie Hunter,BOUNTIE,0.0,0.0,-5.2,-5.5,4.2,22.85,6555336.0,500000000.0,557.24,Altcoin
3720,Sucrecoin,XSR,0.0,0.0,0.0,0.0,0.0,0.0,14739744.0,21200000.0,537.37,Altcoin
3721,Secure Cash,SCSX,0.0,-26.5,-27.7,-7.4,-23.2,43.25,118918.0,300000.0,476.89,Altcoin
3722,PanicSwap,PANIC,0.0,0.0,0.0,0.0,0.0,0.0,980351.0,980000.0,503.45,DeFi
3723,Spice Trade,SPICE,0.0,-0.4,-5.0,5.6,-29.7,8.34,1457682.0,57600000.0,328.31,Altcoin
3724,MEMEX,MEMEX,0.0,0.0,0.0,0.0,0.0,0.0,1697680.0,100000000.0,294.66,Altcoin
3725,WorldCoin,WDC,0.01,0.0,7.4,13.0,2.8,333.0,18450.0,265000000.0,162.72,Altcoin
3726,Leonidas Token,LEONIDAS,0.0,0.0,0.0,0.0,0.0,0.0,65500000.0,1000000000.0,220.9,Altcoin
3727,Fabric,FAB,0.0,0.3,0.4,-36.3,32.0,124.0,134859993.0,500000000.0,112.46,Altcoin
3728,Speed Mining Service,SMS,0.2,0.0,0.0,0.0,0.0,0.0,433.0,300000.0,87.09,Altcoin
3729,Solex Finance,SLX,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,10000000.0,74.29,DeFi
3730,APEmove,APE,0.0,0.0,0.0,0.0,0.0,0.0,1954237.0,1960000.0,71.76,Altcoin
3731,YodeSwap,YODE,0.0,-0.4,3.8,-3.1,-1.8,84.45,39201.0,2270000.0,56.77,DeFi
3732,Naxar,NAXAR,0.0,0.0,0.0,0.0,0.0,0.0,16675177.0,21000000.0,24.07,Altcoin
3733,WolfSafePoorPeople Polygon,WSPP,0.0,0.4,40.0,143.8,-91.3,483.0,1584040062.0,1210000000.0,15.08,Altcoin
3734,ZelaaPayAE,ZPAE,0.0,0.0,0.0,0.0,0.0,0.0,830000000.0,1350000000.0,7.48,Altcoin
3735,Equalizer,EQZ,0.01,1.3,24.1,0.1,41.2,534.0,502.0,100000000.0,6.47,Altcoin
3736,Artery,ARTR,0.01,-1.4,-6.8,10.3,-8.9,63353.0,404.0,0.0,2.32,Altcoin
3737,HaloDAO,RNBW,0.0,0.0,2.0,-26.7,-18.5,0.84,34055352.0,100000000.0,0.72,Altcoin
3738,Onespace,1SP,0.0,0.0,-1.4,12.5,-8.9,0.0,1000000.0,100000000.0,0.45,Altcoin
3739,DAOstack,GEN,0.0,0.0,0.0,0.0,0.0,0.0,49029095.0,60000000.0,0.02,Altcoin
3740,Kitty Solana,KITTY,0.0,0.0,0.0,0.0,0.0,0.0,419926609.0,50000000000.0,0.02,Altcoin
3741,FrogeX,FROGEX,0.0,0.0,0.0,0.0,0.0,0.0,411.0,1000000000000.0,0.0,Altcoin
3742,Mainstream For The Underground,MFTU,0.0,0.0,0.0,0.0,0.0,0.0,788686598.0,1400000000.0,0.0,Altcoin
3743,Bitbar,BTB,0.29,0.0,0.7,-35.0,-20.6,48.7,0.0,9700.0,0.0,Altcoin
3744,Bean Cash,BITB,0.0,-0.8,-27.6,-46.0,-50.3,125.0,0.0,50000000000.0,0.0,Altcoin
3745,Ratecoin,XRA,0.0,-1.8,-5.1,0.1,2.2,0.32,0.0,75000000.0,0.0,Altcoin
3746,Aeon,AEON,0.07,0.3,-5.4,4.5,-3.4,171.0,0.0,18400000.0,0.0,Altcoin
3747,Casinocoin,CSC,0.0,-0.2,-8.4,-4.6,-1.6,22360.0,0.0,65000000000.0,0.0,Altcoin
3748,Yocoin,YOC,0.0,-19.7,-1.4,1.0,-91.5,10.6,0.0,0.0,0.0,Altcoin
3749,LBRY Credits,LBC,0.0,0.1,-2.3,-33.3,-43.4,26776.0,0.0,1080000000.0,0.0,Altcoin
3750,Viacoin,VIA,0.01,-6.4,-22.6,-81.8,-58.6,578.0,0.0,0.0,0.0,Altcoin
3751,Stealth,XST,0.06,0.0,-12.9,74.1,143.9,1846.0,0.0,20700000.0,0.0,Altcoin
3752,Bitmark,MARKS,0.0,0.0,-1.5,1.0,58.2,1.3,0.0,27600000.0,0.0,Altcoin
3753,Element,HYP,0.0,2.0,19.7,0.2,-21.7,14.6,0.0,3120000000.0,0.0,Altcoin
3754,Nexus,NXS,0.02,2.0,-15.5,-59.6,-45.0,13954.0,0.0,0.0,0.0,Altcoin
3755,Geocoin,GEO,0.0,215.5,210.1,-67.6,-54.7,45.79,0.0,4000000.0,0.0,Altcoin
3756,Alias,ALIAS,0.02,0.0,26.9,-2.8,19.0,158.0,0.0,20000000.0,0.0,Altcoin
3757,MonaCoin,MONA,0.38,-0.2,-3.4,-4.0,-2.7,190647.0,0.0,105000000.0,0.0,Altcoin
3758,GameCredits,GAME,0.01,-1.4,28.3,-37.3,-12.4,24342.0,0.0,200000000.0,0.0,Altcoin
3759,XTRABYTES,XBY,0.0,5.8,-1.4,-8.6,-24.8,53.64,0.0,650000000.0,0.0,Altcoin
3760,Bitswift,BITS,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3880000.0,0.0,Altcoin
3761,Novacoin,NVC,0.04,0.3,-8.8,-3.9,13.8,104.0,0.0,0.0,0.0,Altcoin
3762,ArtByte,ABY,0.0,0.0,-54.4,-1.5,-43.4,0.0,0.0,1000000000.0,0.0,Altcoin
3763,Deutsche eMark,DEM,0.0,-0.5,-5.0,-11.6,-27.0,65.03,0.0,210000000.0,0.0,Altcoin
3764,GCN Coin,GCN,0.0,-1.0,-4.3,-0.8,-6.4,1.07,0.0,200000000000.0,0.0,Altcoin
3765,Mintcoin,MINT,0.0,-0.2,-3.3,-6.4,1.9,1.24,0.0,0.0,0.0,Altcoin
3766,Unobtanium,UNO,8.84,0.3,-1.5,38.3,260.2,1.14,0.0,250000.0,0.0,Altcoin
3767,Vcash,XVC,0.03,0.2,-20.4,-19.8,-5.3,2.74,0.0,30700000.0,0.0,Altcoin
3768,Unitus,UIS,0.0,-1.1,37.4,72.8,55.0,17.75,0.0,0.0,0.0,Altcoin
3769,LiteDoge,LDOGE,0.0,0.3,-0.5,1.7,-77.1,543.0,0.0,50000000000.0,0.0,Memecoin
3770,Namecoin,NMC,1.18,-0.2,-0.6,0.3,-5.6,4921.0,0.0,21000000.0,0.0,Altcoin
3771,Clams,CLAM,0.33,0.0,50.6,-11.9,158.4,0.06,0.0,17400000.0,0.0,Altcoin
3772,Zetacoin,ZET,0.0,0.9,13.1,11.1,1.4,13.17,0.0,160000000.0,0.0,Altcoin
3773,Canada eCoin,CDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,Altcoin
3774,Digitalcoin,DGC,0.0,0.2,-21.3,1.0,18.5,4.71,0.0,48200000.0,0.0,Altcoin
3775,Expanse,EXP,0.0,0.2,21.6,-76.9,-61.0,937.0,0.0,100000000.0,0.0,Altcoin
3776,Woodcoin,LOG,0.07,0.7,-1.0,-16.2,8.0,54.38,0.0,27600000.0,0.0,Altcoin
3777,SaluS,SLS,1.18,0.3,49.5,121.5,-95.4,5636.0,0.0,1000000.0,0.0,Altcoin
3778,Freedomcoin,FREED,0.02,0.3,-3.7,3.2,20.5,7.25,0.0,18000000.0,0.0,Altcoin
3779,Whitecoin,XWC,0.06,-0.1,-0.4,42.5,42.0,66873.0,0.0,899000000.0,0.0,Altcoin
3780,Agoras: Currency of Tau,AGRS,0.27,0.2,-2.0,-2.1,113.9,13429.0,0.0,42000000.0,0.0,Altcoin
3781,Electra,ECA,0.0,0.0,0.9,5.5,53.5,21.13,0.0,30000000000.0,0.0,Altcoin
3782,NewYorkCoin,NYC,0.0,-3.3,26.2,46.4,77.2,12.19,0.0,100000000000.0,0.0,Altcoin
3783,Veritaseum,VERI,25.47,0.2,3.4,1.2,-14.4,9293.0,0.0,100000000.0,0.0,Altcoin
3784,MCO,MCO,0.53,0.0,0.0,0.0,0.0,0.0,0.0,31600000.0,0.0,Altcoin
3785,More,MORE,0.0,0.3,-50.7,-89.8,-86.5,19.07,0.0,30000000.0,0.0,Altcoin
3786,Rupee,RUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84000000.0,0.0,Altcoin
3787,iXledger,IXT,0.0,0.0,0.0,9.8,57.2,10.37,0.0,65800000.0,0.0,Altcoin
3788,OracleChain,OCT,0.01,0.5,2.4,2.1,25.2,34871.0,0.0,200000000.0,0.0,Infrastructure/L1/L2
3789,LUXCoin,LUX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0,0.0,Altcoin
3790,EtherDoge,EDOGE,0.0,-0.1,16.0,53.2,-87.3,2113.0,0.0,100000000000.0,0.0,Memecoin
3791,Aeron,ARNX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9410000000.0,0.0,Altcoin
3792,Fujicoin,FJC,0.0,0.0,0.0,0.0,-50.4,0.0,0.0,10000000000.0,0.0,Altcoin
3793,Creamcoin,CRM,0.0,0.0,-3.6,-9.5,-1.2,0.26,0.0,100000000.0,0.0,Altcoin
3794,Innova,INN,0.01,0.0,13.1,627.3,645.7,14.56,0.0,18000000.0,0.0,Altcoin
3795,VIVO,VIVO,0.01,-0.2,-9.0,80.5,258.3,109.0,0.0,1100000.0,0.0,Altcoin
3796,GoByte,GBX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31800000.0,0.0,Altcoin
